day,date,daily,line,type,number
Thursday,2011-04-21,6764.5,green,Boardings,NA
Friday,2011-04-22,8070,green,Boardings,NA
Saturday,2011-04-23,6351,green,Boardings,NA
Sunday,2011-04-24,0,green,Boardings,NA
Monday,2011-04-25,7015,green,Boardings,NA
Tuesday,2011-04-26,7337.5,green,Boardings,NA
Wednesday,2011-04-27,7291,green,Boardings,NA
Thursday,2011-04-28,7488.5,green,Boardings,NA
Friday,2011-04-29,8691,green,Boardings,NA
Saturday,2011-04-30,6773,green,Boardings,NA
Sunday,2011-05-01,3786.5,green,Boardings,NA
Monday,2011-05-02,7350,green,Boardings,NA
Tuesday,2011-05-03,7791,green,Boardings,NA
Wednesday,2011-05-04,6864,green,Boardings,NA
Thursday,2011-05-05,8089,green,Boardings,NA
Friday,2011-05-06,8339.5,green,Boardings,NA
Saturday,2011-05-07,6968,green,Boardings,NA
Sunday,2011-05-08,3711.5,green,Boardings,NA
Monday,2011-05-09,7133.5,green,Boardings,NA
Tuesday,2011-05-10,7426,green,Boardings,NA
Wednesday,2011-05-11,8200.5,green,Boardings,NA
Thursday,2011-05-12,7923,green,Boardings,NA
Friday,2011-05-13,8587,green,Boardings,NA
Saturday,2011-05-14,5895.5,green,Boardings,NA
Sunday,2011-05-15,4934.5,green,Boardings,NA
Monday,2011-05-16,8345.5,green,Boardings,NA
Tuesday,2011-05-17,7776.5,green,Boardings,NA
Wednesday,2011-05-18,7982.5,green,Boardings,NA
Thursday,2011-05-19,8272.5,green,Boardings,NA
Friday,2011-05-20,9347.5,green,Boardings,NA
Saturday,2011-05-21,7006.5,green,Boardings,NA
Sunday,2011-05-22,4783.5,green,Boardings,NA
Monday,2011-05-23,8317.5,green,Boardings,NA
Tuesday,2011-05-24,8440,green,Boardings,NA
Wednesday,2011-05-25,8744,green,Boardings,NA
Thursday,2011-05-26,8410.5,green,Boardings,NA
Friday,2011-05-27,9696,green,Boardings,NA
Saturday,2011-05-28,7320.5,green,Boardings,NA
Sunday,2011-05-29,5902.5,green,Boardings,NA
Monday,2011-05-30,5720.5,green,Boardings,NA
Tuesday,2011-05-31,7736.5,green,Boardings,NA
Wednesday,2011-06-01,8337,green,Boardings,NA
Thursday,2011-06-02,8346.5,green,Boardings,NA
Friday,2011-06-03,9146.5,green,Boardings,NA
Saturday,2011-06-04,6675,green,Boardings,NA
Sunday,2011-06-05,4871,green,Boardings,NA
Monday,2011-06-06,7889.5,green,Boardings,NA
Tuesday,2011-06-07,8216,green,Boardings,NA
Wednesday,2011-06-08,8009.5,green,Boardings,NA
Thursday,2011-06-09,7873.5,green,Boardings,NA
Friday,2011-06-10,9212.5,green,Boardings,NA
Saturday,2011-06-11,6992,green,Boardings,NA
Sunday,2011-06-12,4590,green,Boardings,NA
Monday,2011-06-13,8213,green,Boardings,NA
Tuesday,2011-06-14,7889,green,Boardings,NA
Wednesday,2011-06-15,8308,green,Boardings,NA
Thursday,2011-06-16,7851.5,green,Boardings,NA
Friday,2011-06-17,9684.5,green,Boardings,NA
Saturday,2011-06-18,2807.5,green,Boardings,NA
Sunday,2011-06-19,4664.5,green,Boardings,NA
Monday,2011-06-20,7578,green,Boardings,NA
Tuesday,2011-06-21,8139.5,green,Boardings,NA
Wednesday,2011-06-22,8991,green,Boardings,NA
Thursday,2011-06-23,8398,green,Boardings,NA
Friday,2011-06-24,9814,green,Boardings,NA
Saturday,2011-06-25,8096,green,Boardings,NA
Sunday,2011-06-26,5724.5,green,Boardings,NA
Monday,2011-06-27,8067.5,green,Boardings,NA
Tuesday,2011-06-28,9013.5,green,Boardings,NA
Wednesday,2011-06-29,9069,green,Boardings,NA
Thursday,2011-06-30,8670.5,green,Boardings,NA
Friday,2011-07-01,9807.5,green,Boardings,NA
Saturday,2011-07-02,7970.5,green,Boardings,NA
Sunday,2011-07-03,5657.5,green,Boardings,NA
Monday,2011-07-04,7099.5,green,Boardings,NA
Tuesday,2011-07-05,8210,green,Boardings,NA
Wednesday,2011-07-06,8609,green,Boardings,NA
Thursday,2011-07-07,8368,green,Boardings,NA
Friday,2011-07-08,9327,green,Boardings,NA
Saturday,2011-07-09,7578.5,green,Boardings,NA
Sunday,2011-07-10,5012.5,green,Boardings,NA
Monday,2011-07-11,7997,green,Boardings,NA
Tuesday,2011-07-12,8133,green,Boardings,NA
Wednesday,2011-07-13,8030,green,Boardings,NA
Thursday,2011-07-14,8781,green,Boardings,NA
Friday,2011-07-15,10998,green,Boardings,NA
Saturday,2011-07-16,12246,green,Boardings,NA
Sunday,2011-07-17,7960.5,green,Boardings,NA
Monday,2011-07-18,9280,green,Boardings,NA
Tuesday,2011-07-19,9499.5,green,Boardings,NA
Wednesday,2011-07-20,9488,green,Boardings,NA
Thursday,2011-07-21,8996,green,Boardings,NA
Friday,2011-07-22,9636,green,Boardings,NA
Saturday,2011-07-23,7570,green,Boardings,NA
Sunday,2011-07-24,5678,green,Boardings,NA
Monday,2011-07-25,7524,green,Boardings,NA
Tuesday,2011-07-26,8894,green,Boardings,NA
Wednesday,2011-07-27,8810.5,green,Boardings,NA
Thursday,2011-07-28,9425,green,Boardings,NA
Friday,2011-07-29,10013,green,Boardings,NA
Saturday,2011-07-30,8802,green,Boardings,NA
Sunday,2011-07-31,6237,green,Boardings,NA
Monday,2011-08-01,8161.5,green,Boardings,NA
Tuesday,2011-08-02,8828,green,Boardings,NA
Wednesday,2011-08-03,8596,green,Boardings,NA
Thursday,2011-08-04,8680.5,green,Boardings,NA
Friday,2011-08-05,10931.5,green,Boardings,NA
Saturday,2011-08-06,7531.5,green,Boardings,NA
Sunday,2011-08-07,5320,green,Boardings,NA
Monday,2011-08-08,9095.5,green,Boardings,NA
Tuesday,2011-08-09,8782.5,green,Boardings,NA
Wednesday,2011-08-10,9335.5,green,Boardings,NA
Thursday,2011-08-11,8765.5,green,Boardings,NA
Friday,2011-08-12,10315,green,Boardings,NA
Saturday,2011-08-13,6839,green,Boardings,NA
Sunday,2011-08-14,4678,green,Boardings,NA
Monday,2011-08-15,7663,green,Boardings,NA
Tuesday,2011-08-16,9132.5,green,Boardings,NA
Wednesday,2011-08-17,8814,green,Boardings,NA
Thursday,2011-08-18,8659,green,Boardings,NA
Friday,2011-08-19,10487,green,Boardings,NA
Saturday,2011-08-20,8236.5,green,Boardings,NA
Sunday,2011-08-21,4229.5,green,Boardings,NA
Monday,2011-08-22,9437.5,green,Boardings,NA
Tuesday,2011-08-23,8822.5,green,Boardings,NA
Wednesday,2011-08-24,9179.5,green,Boardings,NA
Thursday,2011-08-25,8881,green,Boardings,NA
Friday,2011-08-26,11201.5,green,Boardings,NA
Saturday,2011-08-27,2952,green,Boardings,NA
Sunday,2011-08-28,3231,green,Boardings,NA
Monday,2011-08-29,9495,green,Boardings,NA
Tuesday,2011-08-30,9279,green,Boardings,NA
Wednesday,2011-08-31,9289.5,green,Boardings,NA
Thursday,2011-09-01,7005.5,green,Boardings,NA
Friday,2011-09-02,7223,green,Boardings,NA
Saturday,2011-09-03,7304,green,Boardings,NA
Sunday,2011-09-04,6036.5,green,Boardings,NA
Monday,2011-09-05,4346.5,green,Boardings,NA
Tuesday,2011-09-06,7499,green,Boardings,NA
Wednesday,2011-09-07,7714.5,green,Boardings,NA
Thursday,2011-09-08,8163,green,Boardings,NA
Friday,2011-09-09,10101.5,green,Boardings,NA
Saturday,2011-09-10,7174,green,Boardings,NA
Sunday,2011-09-11,4856,green,Boardings,NA
Monday,2011-09-12,9211,green,Boardings,NA
Tuesday,2011-09-13,9095.5,green,Boardings,NA
Wednesday,2011-09-14,9591.5,green,Boardings,NA
Thursday,2011-09-15,8938,green,Boardings,NA
Friday,2011-09-16,10807.5,green,Boardings,NA
Saturday,2011-09-17,7806.5,green,Boardings,NA
Sunday,2011-09-18,5540,green,Boardings,NA
Monday,2011-09-19,9064,green,Boardings,NA
Tuesday,2011-09-20,9171.5,green,Boardings,NA
Wednesday,2011-09-21,9409,green,Boardings,NA
Thursday,2011-09-22,9292.5,green,Boardings,NA
Friday,2011-09-23,8285.5,green,Boardings,NA
Saturday,2011-09-24,7992,green,Boardings,NA
Sunday,2011-09-25,5521.5,green,Boardings,NA
Monday,2011-09-26,10004.5,green,Boardings,NA
Tuesday,2011-09-27,9624.5,green,Boardings,NA
Wednesday,2011-09-28,9625,green,Boardings,NA
Thursday,2011-09-29,9501,green,Boardings,NA
Friday,2011-09-30,10908,green,Boardings,NA
Saturday,2011-10-01,8842,green,Boardings,NA
Sunday,2011-10-02,6207.5,green,Boardings,NA
Monday,2011-10-03,9737.5,green,Boardings,NA
Tuesday,2011-10-04,8936,green,Boardings,NA
Wednesday,2011-10-05,9970,green,Boardings,NA
Thursday,2011-10-06,9641,green,Boardings,NA
Friday,2011-10-07,11129,green,Boardings,NA
Saturday,2011-10-08,8312.5,green,Boardings,NA
Sunday,2011-10-09,5410.5,green,Boardings,NA
Monday,2011-10-10,8012,green,Boardings,NA
Tuesday,2011-10-11,9594,green,Boardings,NA
Wednesday,2011-10-12,8797,green,Boardings,NA
Thursday,2011-10-13,8469,green,Boardings,NA
Friday,2011-10-14,10031.5,green,Boardings,NA
Saturday,2011-10-15,6150,green,Boardings,NA
Sunday,2011-10-16,5786,green,Boardings,NA
Monday,2011-10-17,9337.5,green,Boardings,NA
Tuesday,2011-10-18,9455,green,Boardings,NA
Wednesday,2011-10-19,6203,green,Boardings,NA
Thursday,2011-10-20,4836,green,Boardings,NA
Friday,2011-10-21,10682,green,Boardings,NA
Saturday,2011-10-22,7800,green,Boardings,NA
Sunday,2011-10-23,4972,green,Boardings,NA
Monday,2011-10-24,9279,green,Boardings,NA
Tuesday,2011-10-25,9710.5,green,Boardings,NA
Wednesday,2011-10-26,9193,green,Boardings,NA
Thursday,2011-10-27,9163.5,green,Boardings,NA
Friday,2011-10-28,10876,green,Boardings,NA
Saturday,2011-10-29,5469,green,Boardings,NA
Sunday,2011-10-30,5137,green,Boardings,NA
Monday,2011-10-31,9675,green,Boardings,NA
Tuesday,2011-11-01,8873,green,Boardings,887
Wednesday,2011-11-02,10368.5,green,Boardings,1057
Thursday,2011-11-03,10652.5,green,Boardings,1142
Friday,2011-11-04,11998,green,Boardings,1357
Saturday,2011-11-05,8640,green,Boardings,760
Sunday,2011-11-06,6105,green,Boardings,654
Monday,2011-11-07,10502,green,Boardings,1277
Tuesday,2011-11-08,10454.5,green,Boardings,1332
Wednesday,2011-11-09,10675.5,green,Boardings,1252
Thursday,2011-11-10,9931,green,Boardings,1147
Friday,2011-11-11,11918,green,Boardings,1521
Saturday,2011-11-12,9128.5,green,Boardings,1022
Sunday,2011-11-13,5829.5,green,Boardings,2908
Monday,2011-11-14,9002.5,green,Boardings,1335
Tuesday,2011-11-15,10058,green,Boardings,5169
Wednesday,2011-11-16,10121.5,green,Boardings,1365
Thursday,2011-11-17,10775,green,Boardings,1443
Friday,2011-11-18,12033.5,green,Boardings,1561
Saturday,2011-11-19,8962,green,Boardings,1137
Sunday,2011-11-20,5854,green,Boardings,757
Monday,2011-11-21,9857,green,Boardings,1351
Tuesday,2011-11-22,9130,green,Boardings,1179
Wednesday,2011-11-23,10289.5,green,Boardings,1304
Thursday,2011-11-24,1280,green,Boardings,166
Friday,2011-11-25,8760.5,green,Boardings,1174
Saturday,2011-11-26,7455,green,Boardings,947
Sunday,2011-11-27,5425.5,green,Boardings,783
Monday,2011-11-28,9733.5,green,Boardings,1414
Tuesday,2011-11-29,9287,green,Boardings,1266
Wednesday,2011-11-30,10557,green,Boardings,1622
Thursday,2011-12-01,11149.5,green,Boardings,1621
Friday,2011-12-02,12721.5,green,Boardings,1659
Saturday,2011-12-03,9746,green,Boardings,1127
Sunday,2011-12-04,6825,green,Boardings,905
Monday,2011-12-05,10369,green,Boardings,1529
Tuesday,2011-12-06,10038,green,Boardings,1448
Wednesday,2011-12-07,9593.5,green,Boardings,1416
Thursday,2011-12-08,10329.5,green,Boardings,1367
Friday,2011-12-09,12596,green,Boardings,1617
Saturday,2011-12-10,8827.5,green,Boardings,1107
Sunday,2011-12-11,5501.5,green,Boardings,773
Monday,2011-12-12,10359,green,Boardings,1194
Tuesday,2011-12-13,10433.5,green,Boardings,1521
Wednesday,2011-12-14,10697,green,Boardings,1682
Thursday,2011-12-15,10797.5,green,Boardings,1752
Friday,2011-12-16,12561.5,green,Boardings,2034
Saturday,2011-12-17,8400,green,Boardings,1269
Sunday,2011-12-18,5308.5,green,Boardings,813
Monday,2011-12-19,10649,green,Boardings,1758
Tuesday,2011-12-20,10799.5,green,Boardings,5038
Wednesday,2011-12-21,10396,green,Boardings,1679
Thursday,2011-12-22,10432.5,green,Boardings,1544
Friday,2011-12-23,10160.5,green,Boardings,1512
Saturday,2011-12-24,4561.5,green,Boardings,702
Sunday,2011-12-25,0,green,Boardings,NA
Monday,2011-12-26,6689.5,green,Boardings,1147
Tuesday,2011-12-27,7886.5,green,Boardings,1186
Wednesday,2011-12-28,9804.5,green,Boardings,1625
Thursday,2011-12-29,9223.5,green,Boardings,1460
Friday,2011-12-30,10709,green,Boardings,1683
Saturday,2011-12-31,8711.5,green,Boardings,1190
Sunday,2012-01-01,3939.5,green,Boardings,706
Monday,2012-01-02,7262,green,Boardings,1168
Tuesday,2012-01-03,9765.5,green,Boardings,1580
Wednesday,2012-01-04,9525.5,green,Boardings,1649
Thursday,2012-01-05,10035.5,green,Boardings,1685
Friday,2012-01-06,12341,green,Boardings,1897
Saturday,2012-01-07,8454,green,Boardings,1260
Sunday,2012-01-08,5101.5,green,Boardings,942
Monday,2012-01-09,10614.5,green,Boardings,1744
Tuesday,2012-01-10,10795,green,Boardings,1948
Wednesday,2012-01-11,10743.5,green,Boardings,1880
Thursday,2012-01-12,10769.5,green,Boardings,1946
Friday,2012-01-13,11940.5,green,Boardings,2203
Saturday,2012-01-14,8205,green,Boardings,1142
Sunday,2012-01-15,6347.5,green,Boardings,1021
Monday,2012-01-16,7516,green,Boardings,1246
Tuesday,2012-01-17,11000.5,green,Boardings,1870
Wednesday,2012-01-18,11444,green,Boardings,1880
Thursday,2012-01-19,11427.5,green,Boardings,1980
Friday,2012-01-20,13090,green,Boardings,2170
Saturday,2012-01-21,7569.5,green,Boardings,1185
Sunday,2012-01-22,5308.5,green,Boardings,956
Monday,2012-01-23,7252.5,green,Boardings,1731
Tuesday,2012-01-24,11849,green,Boardings,2120
Wednesday,2012-01-25,11987.5,green,Boardings,1973
Thursday,2012-01-26,11132,green,Boardings,1934
Friday,2012-01-27,13243.5,green,Boardings,2123
Saturday,2012-01-28,10497,green,Boardings,1478
Sunday,2012-01-29,6716,green,Boardings,1179
Monday,2012-01-30,11658,green,Boardings,1954
Tuesday,2012-01-31,11976.5,green,Boardings,2020
Wednesday,2012-02-01,12130.5,green,Boardings,2065
Thursday,2012-02-02,11424,green,Boardings,1952
Friday,2012-02-03,13753,green,Boardings,2135
Saturday,2012-02-04,8665.5,green,Boardings,1250
Sunday,2012-02-05,5851,green,Boardings,947
Monday,2012-02-06,10900,green,Boardings,1827
Tuesday,2012-02-07,11304,green,Boardings,1965
Wednesday,2012-02-08,11349,green,Boardings,1955
Thursday,2012-02-09,11697,green,Boardings,2009
Friday,2012-02-10,13887,green,Boardings,2223
Saturday,2012-02-11,9343.5,green,Boardings,1337
Sunday,2012-02-12,5924.5,green,Boardings,1008
Monday,2012-02-13,11314.5,green,Boardings,1952
Tuesday,2012-02-14,11016,green,Boardings,1920
Wednesday,2012-02-15,11861,green,Boardings,2004
Thursday,2012-02-16,10822,green,Boardings,1749
Friday,2012-02-17,13627.5,green,Boardings,2273
Saturday,2012-02-18,9950.5,green,Boardings,1445
Sunday,2012-02-19,6544,green,Boardings,1253
Monday,2012-02-20,9760,green,Boardings,1796
Tuesday,2012-02-21,11677,green,Boardings,1928
Wednesday,2012-02-22,11931.5,green,Boardings,2114
Thursday,2012-02-23,11236.5,green,Boardings,1975
Friday,2012-02-24,12819.5,green,Boardings,2034
Saturday,2012-02-25,9600.5,green,Boardings,1282
Sunday,2012-02-26,6637.5,green,Boardings,1163
Monday,2012-02-27,11241,green,Boardings,1866
Tuesday,2012-02-28,11242.5,green,Boardings,1867
Wednesday,2012-02-29,9657.5,green,Boardings,1766
Thursday,2012-03-01,11785.5,green,Boardings,2132
Friday,2012-03-02,12891,green,Boardings,2177
Saturday,2012-03-03,10003.5,green,Boardings,1622
Sunday,2012-03-04,5946,green,Boardings,1018
Monday,2012-03-05,11304,green,Boardings,2023
Tuesday,2012-03-06,11433.5,green,Boardings,2147
Wednesday,2012-03-07,11805,green,Boardings,2130
Thursday,2012-03-08,11905,green,Boardings,2078
Friday,2012-03-09,12977.5,green,Boardings,2156
Saturday,2012-03-10,9714,green,Boardings,1437
Sunday,2012-03-11,4534,green,Boardings,924
Monday,2012-03-12,10751,green,Boardings,1955
Tuesday,2012-03-13,11697,green,Boardings,2070
Wednesday,2012-03-14,12221.5,green,Boardings,2215
Thursday,2012-03-15,12047,green,Boardings,2115
Friday,2012-03-16,14054.5,green,Boardings,2285
Saturday,2012-03-17,13048,green,Boardings,1834
Sunday,2012-03-18,6057,green,Boardings,1079
Monday,2012-03-19,11858,green,Boardings,1988
Tuesday,2012-03-20,11667,green,Boardings,2025
Wednesday,2012-03-21,11901,green,Boardings,2147
Thursday,2012-03-22,12375,green,Boardings,2120
Friday,2012-03-23,15521.5,green,Boardings,2459
Saturday,2012-03-24,8672,green,Boardings,1352
Sunday,2012-03-25,6508.5,green,Boardings,1176
Monday,2012-03-26,12167.5,green,Boardings,2232
Tuesday,2012-03-27,11885.5,green,Boardings,2100
Wednesday,2012-03-28,12083,green,Boardings,2197
Thursday,2012-03-29,12042,green,Boardings,2076
Friday,2012-03-30,13671,green,Boardings,2308
Saturday,2012-03-31,10095.5,green,Boardings,1494
Sunday,2012-04-01,7418.5,green,Boardings,1176
Monday,2012-04-02,12543.5,green,Boardings,2357
Tuesday,2012-04-03,13027.5,green,Boardings,2331
Wednesday,2012-04-04,12635,green,Boardings,2215
Thursday,2012-04-05,12090,green,Boardings,2183
Friday,2012-04-06,13020,green,Boardings,1919
Saturday,2012-04-07,10177,green,Boardings,1624
Sunday,2012-04-08,7152.5,green,Boardings,1218
Monday,2012-04-09,12864.5,green,Boardings,2344
Tuesday,2012-04-10,12300.5,green,Boardings,2101
Wednesday,2012-04-11,12848.5,green,Boardings,2226
Thursday,2012-04-12,12358.5,green,Boardings,2111
Friday,2012-04-13,14331.5,green,Boardings,2299
Saturday,2012-04-14,11206.5,green,Boardings,1947
Sunday,2012-04-15,7611,green,Boardings,1345
Monday,2012-04-16,12854.5,green,Boardings,2262
Tuesday,2012-04-17,12553.5,green,Boardings,2198
Wednesday,2012-04-18,12069.5,green,Boardings,2138
Thursday,2012-04-19,12255,green,Boardings,2167
Friday,2012-04-20,14349.5,green,Boardings,2470
Saturday,2012-04-21,10946,green,Boardings,1820
Sunday,2012-04-22,4844,green,Boardings,809
Monday,2012-04-23,11805.5,green,Boardings,2114
Tuesday,2012-04-24,12119,green,Boardings,2091
Wednesday,2012-04-25,12923.5,green,Boardings,2315
Thursday,2012-04-26,12380,green,Boardings,2251
Friday,2012-04-27,14784,green,Boardings,2561
Saturday,2012-04-28,9500.5,green,Boardings,1448
Sunday,2012-04-29,7672,green,Boardings,1415
Monday,2012-04-30,11925.5,green,Boardings,2146
Tuesday,2012-05-01,12852.5,green,Boardings,2290
Wednesday,2012-05-02,12309.5,green,Boardings,2324
Thursday,2012-05-03,11762.5,green,Boardings,2118
Friday,2012-05-04,14172,green,Boardings,2421
Saturday,2012-05-05,11369.5,green,Boardings,1511
Sunday,2012-05-06,7171.5,green,Boardings,1226
Monday,2012-05-07,12415.5,green,Boardings,2273
Tuesday,2012-05-08,12231.5,green,Boardings,2245
Wednesday,2012-05-09,12600,green,Boardings,2118
Thursday,2012-05-10,12696.5,green,Boardings,2156
Friday,2012-05-11,14849,green,Boardings,2514
Saturday,2012-05-12,11022,green,Boardings,1866
Sunday,2012-05-13,6908,green,Boardings,1277
Monday,2012-05-14,11842.5,green,Boardings,2064
Tuesday,2012-05-15,12905,green,Boardings,2158
Wednesday,2012-05-16,13209,green,Boardings,2307
Thursday,2012-05-17,12529.5,green,Boardings,2266
Friday,2012-05-18,14512,green,Boardings,2702
Saturday,2012-05-19,11105,green,Boardings,1947
Sunday,2012-05-20,7969,green,Boardings,1503
Monday,2012-05-21,12257,green,Boardings,2135
Tuesday,2012-05-22,14285,green,Boardings,2480
Wednesday,2012-05-23,13648,green,Boardings,2405
Thursday,2012-05-24,13809.5,green,Boardings,2580
Friday,2012-05-25,16149.5,green,Boardings,2693
Saturday,2012-05-26,10379.5,green,Boardings,1834
Sunday,2012-05-27,9133,green,Boardings,1484
Monday,2012-05-28,8674.5,green,Boardings,1883
Tuesday,2012-05-29,12772,green,Boardings,2405
Wednesday,2012-05-30,13168,green,Boardings,2315
Thursday,2012-05-31,13285.5,green,Boardings,2504
Friday,2012-06-01,13262,green,Boardings,2347
Saturday,2012-06-02,11539,green,Boardings,2000
Sunday,2012-06-03,7553.5,green,Boardings,1350
Monday,2012-06-04,13342.5,green,Boardings,2406
Tuesday,2012-06-05,13625.5,green,Boardings,2409
Wednesday,2012-06-06,13532,green,Boardings,2456
Thursday,2012-06-07,11045,green,Boardings,2275
Friday,2012-06-08,16366.5,green,Boardings,2833
Saturday,2012-06-09,12897.5,green,Boardings,1994
Sunday,2012-06-10,8691.5,green,Boardings,1457
Monday,2012-06-11,12532,green,Boardings,2063
Tuesday,2012-06-12,13011,green,Boardings,3774
Wednesday,2012-06-13,15672.5,green,Boardings,2756
Thursday,2012-06-14,17580,green,Boardings,2699
Friday,2012-06-15,21951,green,Boardings,3405
Saturday,2012-06-16,22074.5,green,Boardings,3245
Sunday,2012-06-17,15224.5,green,Boardings,2219
Monday,2012-06-18,13967.5,green,Boardings,2296
Tuesday,2012-06-19,14775.5,green,Boardings,2486
Wednesday,2012-06-20,12913,green,Boardings,2310
Thursday,2012-06-21,12643,green,Boardings,2254
Friday,2012-06-22,15594.5,green,Boardings,2540
Saturday,2012-06-23,12488,green,Boardings,1894
Sunday,2012-06-24,8615.5,green,Boardings,1479
Monday,2012-06-25,13576,green,Boardings,2451
Tuesday,2012-06-26,14090,green,Boardings,2430
Wednesday,2012-06-27,14361.5,green,Boardings,2668
Thursday,2012-06-28,13895,green,Boardings,2326
Friday,2012-06-29,15699.5,green,Boardings,2338
Saturday,2012-06-30,11312,green,Boardings,1573
Sunday,2012-07-01,7762,green,Boardings,1380
Monday,2012-07-02,13982,green,Boardings,2445
Tuesday,2012-07-03,14716,green,Boardings,2492
Wednesday,2012-07-04,12124,green,Boardings,2390
Thursday,2012-07-05,13019.5,green,Boardings,2120
Friday,2012-07-06,15783,green,Boardings,2574
Saturday,2012-07-07,11211,green,Boardings,1709
Sunday,2012-07-08,7601.5,green,Boardings,1412
Monday,2012-07-09,13016.5,green,Boardings,2353
Tuesday,2012-07-10,13497,green,Boardings,2362
Wednesday,2012-07-11,13102.5,green,Boardings,2582
Thursday,2012-07-12,13657.5,green,Boardings,2331
Friday,2012-07-13,15934,green,Boardings,2533
Saturday,2012-07-14,11357,green,Boardings,2026
Sunday,2012-07-15,8507.5,green,Boardings,1380
Monday,2012-07-16,12348.5,green,Boardings,2055
Tuesday,2012-07-17,11394.5,green,Boardings,2157
Wednesday,2012-07-18,11696.5,green,Boardings,1793
Thursday,2012-07-19,12287,green,Boardings,2206
Friday,2012-07-20,12514.5,green,Boardings,2115
Saturday,2012-07-21,10230.5,green,Boardings,1423
Sunday,2012-07-22,8960,green,Boardings,872
Monday,2012-07-23,11776,green,Boardings,1867
Tuesday,2012-07-24,13430.5,green,Boardings,2608
Wednesday,2012-07-25,13632.5,green,Boardings,2469
Thursday,2012-07-26,13255.5,green,Boardings,2306
Friday,2012-07-27,15555,green,Boardings,2789
