Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
12/10/21,49,US,591558685,28504500,220794760,342259425,NA,0,178176,189441,208648,229056,1079640,480567772,480521284,472955894,443945243,127335435,17100985,183628648,279344831,NA,493308,144745,153883,166816,171899,232398,480567772,238143066,71.7,238104243,76.3,232833858,82.1,217169431,84.1,55809290,95,201279582,60.6,201269774,64.5,199004510,70.2,185816511,71.9,47726386,87.1,16078093,72573674,112495506,NA,132309,16075174,72570510,112491816,132274,16073955,72568997,110229646,131912,16048484,72489888,97149382,128757,2289621,22767450,22612176,57139,51749171,25.7,NA,NA,NA,NA,51692082,27.8,38048753,39.2,24043915,50.4,22853120,28097792,786149,12110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/9/21,49,US,588422575,28457900,220658420,339306255,NA,0,177231,188437,207542,227841,1073920,477433765,477387572,470207490,441248695,126498133,17020935,182451675,277472166,NA,488989,143802,152879,165846,170855,230870,477433765,237468725,71.5,237430134,76,232294603,81.9,216653622,83.9,55699115,95,200717387,60.5,200707634,64.3,198689979,70.1,185525645,71.8,47655358,87,16048210,72464896,112073050,NA,131231,16045298,72461741,112069399,131196,16044107,72460267,110054742,130863,16018663,72381276,96997947,127759,2285852,22732825,22579926,56755,49900089,24.9,NA,NA,NA,NA,49845356,26.9,36848954,38,23408235,49.1,21995932,27153056,739425,11676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/8/21,49,US,586471075,28338000,219910780,338222295,NA,0,176643,187812,206853,227086,1070360,475728399,475682380,468750976,439827866,126149530,16979979,181774966,276485648,NA,487806,143288,152333,165333,170304,230233,475728399,237087380,71.4,237048925,75.9,232004176,81.8,216380268,83.8,55652752,99.9,200400533,60.4,200390812,64.2,198530897,70,185383733,71.8,47633656,86.9,16029698,72413936,111825969,NA,130930,16026787,72410784,111822346,130895,16025607,72409342,109965360,130588,16000175,72330384,96925670,127504,2283810,22721833,22571361,56652,48896346,24.4,NA,NA,NA,NA,48842813,26.3,36238047,37.4,23134294,48.6,21494377,26672849,717591,11529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/7/21,49,US,582057445,28262200,219000260,334794985,NA,0,175314,186399,205297,225377,1062300,473243228,473197751,466533938,437654306,125463548,16918762,180717034,275121905,NA,485527,142539,151537,164551,169463,228981,473243228,236363835,71.2,236325777,75.7,231373081,81.6,215770992,83.5,55488778,99.9,199687439,60.1,199677855,63.9,197992002,69.8,184864949,71.6,47447323,86.6,15991307,72179985,111385729,NA,130418,15988403,72176869,111382200,130383,15987250,72175456,109699188,130108,15961863,72096599,96679440,127047,2278167,22625668,22487020,56468,47866620,24,NA,NA,NA,NA,47814317,25.9,35584867,36.9,22818530,48.1,20982366,26176322,696567,11365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/6/21,49,US,580074805,28175100,218537440,333362265,NA,0,174717,185764,204597,224609,1058690,471700443,471655100,465295096,436449128,125206244,16888006,180171419,274156276,NA,484742,142075,151043,164114,168996,228512,471700443,236018871,71.1,235980919,75.6,231110194,81.5,215522733,83.5,55447807,99.9,199313022,60,199303461,63.8,197838408,69.8,184728948,71.5,47425314,86.6,15975767,72134367,111072689,NA,130199,15972865,72131254,111069178,130164,15971740,72129880,109606891,129897,15946380,72051068,96604658,126842,2276585,22615272,22477068,56389,47039759,23.6,NA,NA,NA,NA,46988706,25.4,35105720,36.4,22627050,47.7,20584832,25761944,681704,11279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/5/21,49,US,580417105,28175100,218870860,333371145,NA,0,174820,185873,204718,224742,1059310,470297846,470252594,464199808,435384321,124994116,16863349,179679243,273270797,NA,484457,141652,150594,163727,168584,228125,470297846,235698738,71,235660855,75.5,230868831,81.4,215294246,83.4,55411603,99.9,198962520,59.9,198952978,63.7,197715580,69.7,184622732,71.5,47410750,86.5,15963295,72099286,110769838,NA,130101,15960393,72096174,110766345,130066,15959283,72094864,109531630,129803,15933929,72016066,96545989,126748,2275361,22608266,22470751,56372,46299869,23.3,NA,NA,NA,NA,46249900,25.1,34681293,36,22465607,47.4,20223803,25395170,669631,11265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/21,48,US,581107805,28175000,219557420,333375385,NA,0,175028,186094,204962,225009,1060570,468516782,468471664,462717751,433939537,124655235,16822204,178978980,272232377,NA,483221,141116,150024,163205,168024,227506,468516782,235297964,70.9,235260191,75.3,230562230,81.3,215004557,83.3,55361881,99.9,198592167,59.8,198582650,63.6,197549147,69.7,184475513,71.4,47388751,86.5,15944470,72048245,110469706,NA,129746,15941572,72045133,110466234,129711,15940485,72043893,109435284,129485,15915144,71965133,96468789,126447,2273291,22597803,22461391,56266,45288817,22.8,NA,NA,NA,NA,45239897,24.5,34069162,35.3,22203805,46.9,19705462,24924507,647694,11154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/21,48,US,580893145,28062800,219426800,333403545,NA,0,174963,186026,204886,224926,1060180,466348132,466303217,460884925,432151121,124220140,16770397,178149886,270946361,NA,481488,140463,149329,162558,167332,226712,466348132,234743864,70.7,234706263,75.2,230126962,81.2,214590352,83.1,55279957,99.9,198211641,59.7,198202157,63.5,197384435,69.6,184332834,71.4,47385496,86.5,15918533,72012779,110151003,NA,129326,15915639,72009666,110147561,129291,15914583,72008515,109332260,129077,15889270,71929816,96387692,126056,2270206,22600849,22458319,56122,44035293,22.2,NA,NA,NA,NA,43987594,23.9,33277600,34.5,21849468,46.1,19079651,24322471,622215,10956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/2/21,48,US,578263565,27923500,219201920,331138145,NA,0,174171,185184,203959,223908,1055380,464445580,464400858,459275860,430586281,123775263,16720690,177388926,269856321,NA,479643,139890,148720,161991,166726,225900,464445580,234269053,70.6,234231611,75,229770536,81,214256361,83,55212952,99.9,197838728,59.6,197829275,63.4,197185321,69.5,184154331,71.3,47353554,86.4,15893652,71950657,109865592,NA,128827,15890761,71947547,109862175,128792,15889731,71946457,109220478,128655,15864442,71867826,96296402,125661,2267367,22584411,22445815,55961,42973222,21.7,NA,NA,NA,NA,42926642,23.3,32576291,33.8,21507044,45.4,18522959,23841474,598039,10750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/1/21,48,US,575721925,27800600,218560300,329361025,NA,0,173406,184370,203062,222924,1050740,462263845,462219350,457400857,428778193,123224215,16671481,176594175,268520407,NA,477782,139232,148021,161329,166026,224894,462263845,233590555,70.4,233553303,74.8,229212039,80.8,213732200,82.8,55062034,99.9,197363116,59.4,197353702,63.2,196895288,69.4,183895566,71.2,47302486,86.3,15867377,71870355,109497017,NA,128367,15864492,71867249,109493628,128333,15863514,71866187,109037377,128210,15838245,71787737,96144338,125246,2264476,22563833,22418395,55782,41933410,21.2,NA,NA,NA,NA,41887972,22.8,31877381,33.2,21160039,44.7,18000676,23346641,575526,10567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/30/21,48,US,573238255,27698000,216940340,328599915,NA,0,172658,183574,202186,221962,1046210,460773508,460729187,456168797,427581138,122887906,16631251,176026339,267639715,NA,476203,138784,147544,160895,165562,224281,460773508,233207582,70.2,233170469,74.7,228948837,80.8,213486523,82.7,55014204,99.9,197058988,59.4,197049610,63.1,196725974,69.4,183742611,71.1,47278166,86.3,15846945,71818703,109265385,NA,127955,15844065,71815599,109262025,127921,15843118,71814571,108940446,127839,15817868,71736179,96063676,124888,2262394,22551485,22408651,55636,41126064,20.9,NA,NA,NA,NA,41081684,22.4,31343938,32.6,20898999,44.2,17586025,22973561,556144,10334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/29/21,48,US,570662725,27539300,216160760,326962665,NA,0,171882,182749,201278,220965,1041510,459234791,459190621,454871927,426320027,122584350,16597641,175430932,266730650,NA,475568,138320,147052,160437,165074,223727,459234791,232792508,70.1,232755525,74.5,228677953,80.7,213233515,82.6,54970421,99.9,196806194,59.3,196796836,63,196569731,69.3,183602853,71.1,47258025,86.2,15829411,71772104,109076901,NA,127778,15826533,71769000,109073559,127744,15825603,71767987,108848476,127665,15800371,71689633,95988126,124723,2260596,22541396,22400457,55576,40247890,20.5,NA,NA,NA,NA,40204684,21.9,30800394,32.1,20660870,43.7,17146738,22550493,540400,10259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/28/21,48,US,572190175,27539200,217857860,326793115,NA,0,172342,183239,201816,221556,1044300,454447737,454403936,450615013,422178373,121523186,16488220,173461121,264025943,NA,472453,136878,145519,158936,163470,221790,454447737,231367686,69.7,231331029,74.1,227687049,80.3,212308277,82.2,54796073,99.9,196168756,59.1,196159435,62.8,196024740,69.1,183103767,70.9,47177423,86.1,15770340,71588162,108683233,NA,127021,15767466,71585062,108679920,126987,15766622,71584075,108547124,126919,15741451,71505852,95732455,124009,2254383,22498133,22369612,55295,37499004,19.1,NA,NA,NA,NA,37459044,20.5,29077959,30.3,19860865,42.1,15753167,21244804,491148,9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/27/21,47,US,572190175,27539200,217857860,326793115,NA,0,172342,183239,201816,221556,1044300,454447737,454403936,450615013,422178373,121523186,16488220,173461121,264025943,NA,472453,136878,145519,158936,163470,221790,454447737,231367686,69.7,231331029,74.1,227687049,80.3,212308277,82.2,54796073,99.9,196168756,59.1,196159435,62.8,196024740,69.1,183103767,70.9,47177423,86.1,15770340,71588162,108683233,NA,127021,15767466,71585062,108679920,126987,15766622,71584075,108547124,126919,15741451,71505852,95732455,124009,2254383,22498133,22369612,55295,37499004,19.1,NA,NA,NA,NA,37459044,20.5,29077959,30.3,19860865,42.1,15753167,21244804,491148,9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/26/21,47,US,572190175,27539200,217857860,326793115,NA,0,172342,183239,201816,221556,1044300,454447737,454403936,450615013,422178373,121523186,16488220,173461121,264025943,NA,472453,136878,145519,158936,163470,221790,454447737,231367686,69.7,231331029,74.1,227687049,80.3,212308277,82.2,54796073,99.9,196168756,59.1,196159435,62.8,196024740,69.1,183103767,70.9,47177423,86.1,15770340,71588162,108683233,NA,127021,15767466,71585062,108679920,126987,15766622,71584075,108547124,126919,15741451,71505852,95732455,124009,2254383,22498133,22369612,55295,37499004,19.1,NA,NA,NA,NA,37459044,20.5,29077959,30.3,19860865,42.1,15753167,21244804,491148,9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/25/21,47,US,572190175,27539200,217857860,326793115,NA,0,172342,183239,201816,221556,1044300,454447737,454403936,450615013,422178373,121523186,16488220,173461121,264025943,NA,472453,136878,145519,158936,163470,221790,454447737,231367686,69.7,231331029,74.1,227687049,80.3,212308277,82.2,54796073,99.9,196168756,59.1,196159435,62.8,196024740,69.1,183103767,70.9,47177423,86.1,15770340,71588162,108683233,NA,127021,15767466,71585062,108679920,126987,15766622,71584075,108547124,126919,15741451,71505852,95732455,124009,2254383,22498133,22369612,55295,37499004,19.1,NA,NA,NA,NA,37459044,20.5,29077959,30.3,19860865,42.1,15753167,21244804,491148,9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/24/21,47,US,572190175,27539200,217857860,326793115,NA,0,172342,183239,201816,221556,1044300,454447737,454403936,450615013,422178373,121523186,16488220,173461121,264025943,NA,472453,136878,145519,158936,163470,221790,454447737,231367686,69.7,231331029,74.1,227687049,80.3,212308277,82.2,54796073,99.9,196168756,59.1,196159435,62.8,196024740,69.1,183103767,70.9,47177423,86.1,15770340,71588162,108683233,NA,127021,15767466,71585062,108679920,126987,15766622,71584075,108547124,126919,15741451,71505852,95732455,124009,2254383,22498133,22369612,55295,37499004,19.1,NA,NA,NA,NA,37459044,20.5,29077959,30.3,19860865,42.1,15753167,21244804,491148,9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/23/21,47,US,569050695,27501800,218047560,323501335,NA,0,171396,182233,200709,220340,1038570,452704982,452661374,449215119,420818240,121116525,16435004,172792190,263010518,NA,467270,136353,144961,158442,162944,221048,452704982,230669289,69.5,230632816,73.9,227328571,80.2,211974922,82.1,54714892,99.9,195973992,59,195964679,62.8,195831907,69.1,182924289,70.8,47142661,86,15740327,71525476,108582863,NA,125326,15737456,71522377,108579554,125292,15736642,71521395,108448644,125226,15711526,71443233,95647149,122381,2250144,22480609,22357190,54718,36640102,18.7,NA,NA,NA,NA,36601123,20,28505787,29.8,19573144,41.5,15295895,20862454,472138,9615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/22/21,47,US,566766665,27398500,217233900,322134265,NA,0,170708,181502,199903,219456,1034400,452657967,452614438,449406556,420965852,121309668,16466807,172810191,262914388,NA,466581,136339,144946,158510,163001,221400,452657967,230732565,69.5,230696178,73.9,227629339,80.3,212257707,82.2,54842611,99.9,196398948,59.2,196389628,62.9,196257338,69.2,183325595,71,47321790,86.4,15775812,71696757,108801248,NA,125131,15772939,71693657,108797935,125097,15772159,71692674,108667474,125031,15747054,71613953,95842398,122190,2257373,22564458,22445324,54635,36058472,18.4,NA,NA,NA,NA,36019847,19.6,28155341,29.3,19428073,41.1,14985364,20598080,465487,9541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/21/21,47,US,566964025,27398500,217434600,322130925,NA,0,170768,181565,199973,219532,1034760,451453834,451410390,448380390,419966762,121038937,16442908,172316148,262228410,NA,466368,135976,144560,158148,162614,220906,451453834,230298744,69.4,230262441,73.7,227372429,80.2,212017273,82.1,54788655,99.9,196284442,59.1,196275123,62.9,196143794,69.2,183222034,70.9,47305854,86.3,15763345,71661200,108734829,NA,125068,15760472,71658100,108731517,125034,15759714,71657118,108601994,124968,15734615,71578422,95786866,122131,2256095,22556023,22439132,54604,35393770,18,NA,NA,NA,NA,35355705,19.3,27732724,28.9,19227156,40.6,14631709,20298413,454142,9506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/20/21,46,US,567081775,27398400,217592840,322090535,NA,0,170803,181603,200015,219578,1034970,449955588,449912252,447063919,418685621,120641769,16405286,171663254,261421616,NA,465432,135525,144080,157683,162118,220181,449955588,229837421,69.2,229801222,73.6,227091798,80.1,211757574,82,54731466,99.9,196128496,59.1,196119179,62.8,195988302,69.1,183080152,70.9,47282382,86.3,15744641,71612310,108646728,NA,124817,15741770,71609210,108643416,124783,15741037,71608230,108514317,124718,15715946,71529568,95712742,121896,2254062,22543529,22430283,54508,34503462,17.6,NA,NA,NA,NA,34466050,18.8,27135612,28.3,18912073,40,14140544,19917982,435545,9391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/21,46,US,562868095,27193500,216200900,319473695,NA,0,169534,180253,198528,217946,1027280,448155906,448112754,445451911,417112973,120064982,16357570,170858487,260476713,NA,463136,134983,143504,157115,161509,219129,448155906,229291004,69.1,229254976,73.4,226731769,80,211420663,81.9,54642914,99.7,195920566,59,195911258,62.7,195780771,69.1,182887685,70.8,47244786,86.2,15719927,71543150,108533298,NA,124191,15717061,71540052,108529988,124157,15716383,71539076,108401219,124093,15691320,71460460,95614602,121303,2251176,22522986,22416401,54223,33454832,17.1,NA,NA,NA,NA,33418229,18.3,26383491,27.5,18467206,39.1,13555019,19477683,412992,9138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/18/21,46,US,561149025,26992200,216608320,317548505,NA,0,169016,179703,197922,217281,1024140,446250342,446207420,443918601,415622607,119501905,16312826,170102986,259373312,NA,461218,134409,142894,156574,160932,218101,446250342,228570531,68.8,228534723,73.2,226382383,79.8,211095982,81.7,54555507,99.6,195713107,58.9,195703807,62.7,195573952,69,182698199,70.7,47207062,86.2,15696528,71479219,108413617,NA,123743,15693667,71476122,108410309,123709,15693022,71475148,108282133,123649,15667988,71396582,95512745,120884,2248529,22503847,22400679,54007,32469881,16.6,NA,NA,NA,NA,32433994,17.8,25665781,26.8,18033728,38.2,13005975,19062917,392153,8836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/17/21,46,US,558460315,26889800,215749460,315821055,NA,0,168206,178842,196974,216240,1019240,444789186,444746434,442641054,414368494,119013123,16274660,169412238,258642454,NA,459834,133969,142426,156123,160446,217209,444789186,228175638,68.7,228139992,73.1,226169232,79.8,210900105,81.7,54515292,99.5,195612365,58.9,195603072,62.6,195473962,68.9,182608433,70.7,47204038,86.2,15678911,71451177,108358777,NA,123500,15676051,71448083,108355472,123466,15675425,71447386,108227744,123407,15650400,71368871,95468514,120648,2246849,22499865,22403400,53924,31464669,16.1,NA,NA,NA,NA,31429518,17.2,24930503,26,17584486,37.3,12432671,18651655,371688,8655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/16/21,46,US,556077145,26796500,214994580,314286065,NA,0,167489,178079,196133,215317,1014890,443374199,443331605,441410381,413175186,118565698,16233985,168812041,257869920,NA,458253,133543,141973,155689,159984,216392,443374199,227691941,68.6,227656437,72.9,225868537,79.7,210620919,81.6,54438631,99.4,195435688,58.9,195426410,62.6,195297762,68.9,182447095,70.6,47174536,86.1,15656156,71397835,108258585,NA,123112,15653299,71394746,108255287,123078,15652681,71394053,108128006,123022,15627687,71315586,95383549,120273,2244297,22484464,22392022,53753,30708979,15.7,NA,NA,NA,NA,30674550,16.8,24378892,25.5,17249636,36.6,12011631,18334699,354174,8475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/15/21,46,US,553705305,26676100,214182620,312846585,NA,0,166774,177319,195297,214399,1010560,442005260,441962798,440255277,412056334,118186024,16200158,168242391,257105458,NA,457253,133131,141535,155282,159551,215699,442005260,227133617,68.4,227098232,72.7,225523235,79.5,210296568,81.4,54339137,99.2,195275904,58.8,195266641,62.5,195138239,68.8,182301804,70.6,47150081,86.1,15636216,71348143,108168693,NA,122852,15633367,71345059,108165397,122818,15632754,71344368,108038355,122762,15607767,71265927,95308087,120023,2241945,22471583,22382923,53630,30067444,15.4,NA,NA,NA,NA,30033645,16.5,23940155,25,17002377,36.1,11652399,18066170,340554,8321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/14/21,46,US,553802305,26676100,214279620,312846585,NA,0,166803,177350,195331,214436,1010740,440559613,440517228,439067731,410911766,117819481,16169549,167679443,256253584,NA,457037,132695,141072,154863,159108,215030,440559613,226607653,68.3,226572343,72.6,225254937,79.4,210053318,81.3,54281194,99.1,195120470,58.8,195111208,62.5,194982994,68.8,182162585,70.5,47126631,86,15620513,71301816,108075354,NA,122787,15617665,71298732,108072058,122753,15617089,71298042,107945166,122697,15592112,71219611,95230901,119961,2240417,22459261,22373350,53603,29338966,15,NA,NA,NA,NA,29305758,16.1,23452437,24.5,16733887,35.5,11241720,17763220,325744,8282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/13/21,45,US,553881535,26675400,214395220,312810915,NA,0,166827,177375,195359,214467,1010880,439034461,438992172,437714891,409595689,117319072,16135268,167010749,255432746,NA,455698,132236,140583,154386,158598,214117,439034461,226157226,68.1,226122005,72.4,224975987,79.4,209794184,81.2,54210394,98.9,194951106,58.7,194941851,62.4,194813832,68.7,182008084,70.5,47095462,86,15602007,71249818,107976844,NA,122437,15599161,71246737,107973550,122403,15598612,71246049,107846823,122348,15573650,71167649,95147163,119622,2238350,22443785,22359862,53465,28571625,14.7,NA,NA,NA,NA,28538999,15.7,22902068,24,16400302,34.8,10804237,17449033,310177,8178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/21,45,US,551000705,26573100,213704400,310723205,NA,0,165960,176453,194343,213351,1005620,437352000,437309828,436255137,408176118,116735761,16094232,166271061,254532491,NA,454216,131729,140044,153871,158049,213052,437352000,225606197,68,225571079,72.2,224646990,79.2,209488394,81.1,54120621,98.8,194747839,58.7,194738600,62.4,194610776,68.6,181821016,70.4,47055530,85.9,15580406,71186943,107858398,NA,122092,15577566,71183864,107855112,122058,15577051,71183177,107728543,122005,15552126,71104834,95044766,119290,2236039,22424619,22341555,53317,27660515,14.2,NA,NA,NA,NA,27628554,15.2,22220239,23.3,15961734,33.9,10283624,17077765,291110,8016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/21,45,US,546708885,26456800,213159900,307092185,NA,0,164667,175078,192829,211689,997789,435999497,435957427,435071696,407029539,116279839,16052635,165667212,253826942,NA,452708,131322,139611,153454,157605,212220,435999497,225167371,67.8,225132346,72.1,224376879,79.1,209240859,81,54052289,98.6,194575146,58.6,194565922,62.3,194438211,68.6,181662149,70.3,47023706,85.8,15557610,71132536,107763190,NA,121810,15554778,71129462,107759906,121776,15554287,71128776,107633425,121723,15529388,71050470,94963273,119018,2233660,22407620,22329228,53198,26908973,13.8,NA,NA,NA,NA,26877470,14.8,21668332,22.7,15609130,33.2,9841882,16786474,272712,7905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/10/21,45,US,541361525,26348100,209425680,305587745,NA,0,163056,173366,190943,209619,988030,434486889,434444949,433735417,405728552,115746366,16015198,164985307,253035590,NA,450794,130866,139127,152982,157101,211247,434486889,224660453,67.7,224625549,71.9,224045726,79,208928899,80.9,53961229,98.5,194382921,58.5,194373704,62.2,194246191,68.5,181485362,70.3,46990061,85.8,15535986,71071639,107653875,NA,121421,15533156,71068568,107650593,121387,15532697,71067887,107524272,121335,15507819,70989631,94869269,118643,2231279,22389849,22315898,53035,26087147,13.4,NA,NA,NA,NA,26056188,14.4,21049797,22.1,15203768,32.4,9360281,16461979,257167,7720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/9/21,45,US,536665505,26222400,208413360,302029745,NA,0,161642,171862,189287,207801,979459,433156393,433114574,432548416,404583769,115305117,15973618,164395658,252338508,NA,448609,130465,138701,152564,156658,210441,433156393,224257467,67.5,224222666,71.8,223785718,78.9,208689027,80.8,53897226,98.4,194168611,58.5,194159413,62.2,194032115,68.4,181292336,70.2,46959516,85.7,15512540,71009312,107525900,NA,120859,15509715,71006248,107522625,120825,15509265,71005575,107396501,120774,15484404,70927386,94762451,118095,2228950,22373345,22304438,52783,25368545,13.1,NA,NA,NA,NA,25338243,14,20514505,21.5,14862334,31.6,8938025,16183486,239552,7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/21,45,US,534086695,26082400,207522820,292199325,NA,8282150,160865,171036,188377,206802,974753,432111860,432070117,431578316,403645900,114965402,15944839,163930600,251645451,NA,590970,130151,138366,152221,156294,209821,432111860,223944369,67.5,223909639,71.7,223546501,78.8,208465373,80.7,53840257,98.3,194001108,58.4,193991917,62.1,193864710,68.4,181141010,70.1,46936240,85.7,15495981,70960715,107422789,NA,121623,15493159,70957653,107419519,121586,15492730,70956980,107293645,121355,15467877,70878833,94675818,118482,2227400,22360991,22294991,52858,24795097,12.8,NA,NA,NA,NA,24765291,13.7,20099465,21.1,14604164,31.1,8614585,15943071,227534,9907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/7/21,45,US,534081335,26082300,207525360,292199325,NA,8274350,160864,171035,188375,206800,974743,430927624,430885911,430459968,402561215,114575046,15917693,163390613,251090534,NA,528784,129794,137987,151827,155874,209109,430927624,223629671,67.4,223594969,71.6,223297591,78.8,208233040,80.6,53780561,98.2,193832584,58.4,193823395,62.1,193696264,68.3,180989020,70.1,46912438,85.6,15481048,70911518,107318542,NA,121476,15478226,70908457,107315273,121439,15477816,70907818,107189415,121215,15452968,70829684,94588007,118361,2226028,22348251,22285368,52791,24084107,12.4,NA,NA,NA,NA,24054828,13.3,19597566,20.6,14297960,30.5,8222525,15636354,215459,9769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
